memorySpeedId,motherboardId,memorySpeed,createdAt,updatedAt
3069,225,DDR5-8000,11/25/2024 22:58,11/25/2024 22:58
3070,225,DDR5-8200,11/25/2024 22:58,11/25/2024 22:58
3071,225,DDR5-8400,11/25/2024 22:58,11/25/2024 22:58
3072,225,DDR5-8600,11/25/2024 22:58,11/25/2024 22:58
3073,226,DDR5-4400,11/25/2024 22:58,11/25/2024 22:58
3074,226,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3075,226,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3076,226,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3077,226,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3078,226,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3079,226,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3080,226,DDR5-6600,11/25/2024 22:58,11/25/2024 22:58
3081,226,DDR5-6800,11/25/2024 22:58,11/25/2024 22:58
3082,226,DDR5-7000,11/25/2024 22:58,11/25/2024 22:58
3083,226,DDR5-7200,11/25/2024 22:58,11/25/2024 22:58
3084,226,DDR5-7600,11/25/2024 22:58,11/25/2024 22:58
3085,226,DDR5-7800,11/25/2024 22:58,11/25/2024 22:58
3086,226,DDR5-8000,11/25/2024 22:58,11/25/2024 22:58
3087,226,DDR5-8200,11/25/2024 22:58,11/25/2024 22:58
3088,226,DDR5-8400,11/25/2024 22:58,11/25/2024 22:58
3089,227,DDR4-2133,11/25/2024 22:58,11/25/2024 22:58
3090,227,DDR4-2400,11/25/2024 22:58,11/25/2024 22:58
3091,227,DDR4-2666,11/25/2024 22:58,11/25/2024 22:58
3092,227,DDR4-2933,11/25/2024 22:58,11/25/2024 22:58
3093,227,DDR4-3000,11/25/2024 22:58,11/25/2024 22:58
3094,227,DDR4-3200,11/25/2024 22:58,11/25/2024 22:58
3095,227,DDR4-3466,11/25/2024 22:58,11/25/2024 22:58
3096,227,DDR4-3600,11/25/2024 22:58,11/25/2024 22:58
3097,227,DDR4-3733,11/25/2024 22:58,11/25/2024 22:58
3098,227,DDR4-4000,11/25/2024 22:58,11/25/2024 22:58
3099,227,DDR4-4266,11/25/2024 22:58,11/25/2024 22:58
3100,227,DDR4-4400,11/25/2024 22:58,11/25/2024 22:58
3101,227,DDR4-4600,11/25/2024 22:58,11/25/2024 22:58
3102,227,DDR4-5066,11/25/2024 22:58,11/25/2024 22:58
3103,228,DDR4-2133,11/25/2024 22:58,11/25/2024 22:58
3104,228,DDR4-2400,11/25/2024 22:58,11/25/2024 22:58
3105,228,DDR4-2666,11/25/2024 22:58,11/25/2024 22:58
3106,228,DDR4-2800,11/25/2024 22:58,11/25/2024 22:58
3107,228,DDR4-2933,11/25/2024 22:58,11/25/2024 22:58
3108,228,DDR4-3000,11/25/2024 22:58,11/25/2024 22:58
3109,228,DDR4-3200,11/25/2024 22:58,11/25/2024 22:58
3110,229,DDR5-4400,11/25/2024 22:58,11/25/2024 22:58
3111,229,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3112,229,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3113,229,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3114,229,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3115,229,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3116,229,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3117,230,DDR4-2400,11/25/2024 22:58,11/25/2024 22:58
3118,230,DDR4-2666,11/25/2024 22:58,11/25/2024 22:58
3119,230,DDR4-2933,11/25/2024 22:58,11/25/2024 22:58
3120,230,DDR4-3000,11/25/2024 22:58,11/25/2024 22:58
3121,230,DDR4-3200,11/25/2024 22:58,11/25/2024 22:58
3122,230,DDR4-3466,11/25/2024 22:58,11/25/2024 22:58
3123,230,DDR4-3600,11/25/2024 22:58,11/25/2024 22:58
3124,230,DDR4-5000,11/25/2024 22:58,11/25/2024 22:58
3125,231,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3126,231,DDR5-5000,11/25/2024 22:58,11/25/2024 22:58
3127,231,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3128,231,DDR5-5400,11/25/2024 22:58,11/25/2024 22:58
3129,231,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3130,231,DDR5-5800,11/25/2024 22:58,11/25/2024 22:58
3131,231,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3132,231,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3133,231,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3134,232,DDR5-4400,11/25/2024 22:58,11/25/2024 22:58
3135,232,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3136,232,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3137,232,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3138,232,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3139,232,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3140,232,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3141,232,DDR5-6600,11/25/2024 22:58,11/25/2024 22:58
3142,232,DDR5-6800,11/25/2024 22:58,11/25/2024 22:58
3143,232,DDR5-7000,11/25/2024 22:58,11/25/2024 22:58
3144,232,DDR5-7200,11/25/2024 22:58,11/25/2024 22:58
3145,232,DDR5-7600,11/25/2024 22:58,11/25/2024 22:58
3146,232,DDR5-7800,11/25/2024 22:58,11/25/2024 22:58
3147,232,DDR5-8000,11/25/2024 22:58,11/25/2024 22:58
3148,232,DDR5-8200,11/25/2024 22:58,11/25/2024 22:58
3149,232,DDR5-8266,11/25/2024 22:58,11/25/2024 22:58
3150,232,DDR5-8400,11/25/2024 22:58,11/25/2024 22:58
3151,232,DDR5-8600,11/25/2024 22:58,11/25/2024 22:58
3152,233,DDR5-4400,11/25/2024 22:58,11/25/2024 22:58
3153,233,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3154,233,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3155,233,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3156,233,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3157,233,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3158,233,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3159,234,DDR5-3600,11/25/2024 22:58,11/25/2024 22:58
3160,234,DDR5-4000,11/25/2024 22:58,11/25/2024 22:58
3161,234,DDR5-4400,11/25/2024 22:58,11/25/2024 22:58
3162,234,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3163,234,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3164,234,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3165,234,DDR5-7200,11/25/2024 22:58,11/25/2024 22:58
3166,235,DDR5-4400,11/25/2024 22:58,11/25/2024 22:58
3167,235,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3168,235,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3169,235,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3170,235,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3171,235,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3172,235,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3173,235,DDR5-6600,11/25/2024 22:58,11/25/2024 22:58
3174,235,DDR5-6800,11/25/2024 22:58,11/25/2024 22:58
3175,235,DDR5-7000,11/25/2024 22:58,11/25/2024 22:58
3176,235,DDR5-7200,11/25/2024 22:58,11/25/2024 22:58
3177,236,DDR5-4400,11/25/2024 22:58,11/25/2024 22:58
3178,236,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3179,236,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3180,236,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3181,236,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3182,236,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3183,236,DDR5-6600,11/25/2024 22:58,11/25/2024 22:58
3184,236,DDR5-6800,11/25/2024 22:58,11/25/2024 22:58
3185,236,DDR5-7000,11/25/2024 22:58,11/25/2024 22:58
3186,237,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3187,237,DDR5-5000,11/25/2024 22:58,11/25/2024 22:58
3188,237,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3189,237,DDR5-5400,11/25/2024 22:58,11/25/2024 22:58
3190,237,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3191,237,DDR5-5800,11/25/2024 22:58,11/25/2024 22:58
3192,237,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3193,237,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3194,237,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3195,238,DDR5-4400,11/25/2024 22:58,11/25/2024 22:58
3196,238,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3197,238,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3198,238,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3199,238,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3200,238,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3201,238,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3202,239,DDR4-2400,11/25/2024 22:58,11/25/2024 22:58
3203,239,DDR4-2666,11/25/2024 22:58,11/25/2024 22:58
3204,239,DDR4-2933,11/25/2024 22:58,11/25/2024 22:58
3205,239,DDR4-3000,11/25/2024 22:58,11/25/2024 22:58
3206,239,DDR4-3200,11/25/2024 22:58,11/25/2024 22:58
3207,239,DDR4-3600,11/25/2024 22:58,11/25/2024 22:58
3208,240,DDR4-2400,11/25/2024 22:58,11/25/2024 22:58
3209,240,DDR4-2666,11/25/2024 22:58,11/25/2024 22:58
3210,240,DDR4-2933,11/25/2024 22:58,11/25/2024 22:58
3211,240,DDR4-3000,11/25/2024 22:58,11/25/2024 22:58
3212,240,DDR4-3200,11/25/2024 22:58,11/25/2024 22:58
3213,240,DDR4-3600,11/25/2024 22:58,11/25/2024 22:58
3214,240,DDR4-4000,11/25/2024 22:58,11/25/2024 22:58
3215,240,DDR4-4266,11/25/2024 22:58,11/25/2024 22:58
3216,240,DDR4-4400,11/25/2024 22:58,11/25/2024 22:58
3217,240,DDR4-4600,11/25/2024 22:58,11/25/2024 22:58
3218,240,DDR4-4800,11/25/2024 22:58,11/25/2024 22:58
3219,241,DDR5-4400,11/25/2024 22:58,11/25/2024 22:58
3220,241,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3221,241,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3222,241,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3223,241,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3224,241,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3225,241,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3226,241,DDR5-6800,11/25/2024 22:58,11/25/2024 22:58
3227,242,DDR4-2133,11/25/2024 22:58,11/25/2024 22:58
3228,242,DDR4-2400,11/25/2024 22:58,11/25/2024 22:58
3229,242,DDR4-2666,11/25/2024 22:58,11/25/2024 22:58
3230,242,DDR4-2933,11/25/2024 22:58,11/25/2024 22:58
3231,242,DDR4-3000,11/25/2024 22:58,11/25/2024 22:58
3232,242,DDR4-3200,11/25/2024 22:58,11/25/2024 22:58
3233,243,DDR4-2133,11/25/2024 22:58,11/25/2024 22:58
3234,243,DDR4-2400,11/25/2024 22:58,11/25/2024 22:58
3235,243,DDR4-2666,11/25/2024 22:58,11/25/2024 22:58
3236,243,DDR4-2800,11/25/2024 22:58,11/25/2024 22:58
3237,243,DDR4-2933,11/25/2024 22:58,11/25/2024 22:58
3238,243,DDR4-3000,11/25/2024 22:58,11/25/2024 22:58
3239,243,DDR4-3200,11/25/2024 22:58,11/25/2024 22:58
3240,244,DDR4-2400,11/25/2024 22:58,11/25/2024 22:58
3241,244,DDR4-2666,11/25/2024 22:58,11/25/2024 22:58
3242,244,DDR4-2933,11/25/2024 22:58,11/25/2024 22:58
3243,244,DDR4-3000,11/25/2024 22:58,11/25/2024 22:58
3244,244,DDR4-3200,11/25/2024 22:58,11/25/2024 22:58
3245,244,DDR4-3466,11/25/2024 22:58,11/25/2024 22:58
3246,244,DDR4-3600,11/25/2024 22:58,11/25/2024 22:58
3247,245,DDR5-3600,11/25/2024 22:58,11/25/2024 22:58
3248,245,DDR5-4000,11/25/2024 22:58,11/25/2024 22:58
3249,245,DDR5-4400,11/25/2024 22:58,11/25/2024 22:58
3250,245,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3251,245,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3252,245,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3253,245,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3254,245,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3255,245,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3256,245,DDR5-6600,11/25/2024 22:58,11/25/2024 22:58
3257,245,DDR5-6800,11/25/2024 22:58,11/25/2024 22:58
3258,245,DDR5-7000,11/25/2024 22:58,11/25/2024 22:58
3259,245,DDR5-7200,11/25/2024 22:58,11/25/2024 22:58
3260,246,DDR4-2400,11/25/2024 22:58,11/25/2024 22:58
3261,246,DDR4-2666,11/25/2024 22:58,11/25/2024 22:58
3262,246,DDR4-2933,11/25/2024 22:58,11/25/2024 22:58
3263,246,DDR4-3000,11/25/2024 22:58,11/25/2024 22:58
3264,246,DDR4-3200,11/25/2024 22:58,11/25/2024 22:58
3265,246,DDR4-3466,11/25/2024 22:58,11/25/2024 22:58
3266,246,DDR4-3600,11/25/2024 22:58,11/25/2024 22:58
3267,246,DDR4-3733,11/25/2024 22:58,11/25/2024 22:58
3268,246,DDR4-3866,11/25/2024 22:58,11/25/2024 22:58
3269,246,DDR4-4000,11/25/2024 22:58,11/25/2024 22:58
3270,246,DDR4-4133,11/25/2024 22:58,11/25/2024 22:58
3271,246,DDR4-4266,11/25/2024 22:58,11/25/2024 22:58
3272,246,DDR4-4400,11/25/2024 22:58,11/25/2024 22:58
3273,246,DDR4-4600,11/25/2024 22:58,11/25/2024 22:58
3274,246,DDR4-4800,11/25/2024 22:58,11/25/2024 22:58
3275,246,DDR4-5066,11/25/2024 22:58,11/25/2024 22:58
3276,247,DDR5-4400,11/25/2024 22:58,11/25/2024 22:58
3277,247,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3278,247,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3279,247,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3280,247,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3281,247,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3282,247,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3283,248,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3284,248,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3285,248,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3286,248,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3287,248,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3288,248,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3289,248,DDR5-6600,11/25/2024 22:58,11/25/2024 22:58
3290,249,DDR5-4400,11/25/2024 22:58,11/25/2024 22:58
3291,249,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3292,249,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3293,249,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3294,249,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3295,249,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3296,249,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3297,249,DDR5-6800,11/25/2024 22:58,11/25/2024 22:58
3298,250,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3299,250,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3300,250,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3301,250,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3302,250,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3303,250,DDR5-7000,11/25/2024 22:58,11/25/2024 22:58
3304,251,DDR4-2400,11/25/2024 22:58,11/25/2024 22:58
3305,251,DDR4-2666,11/25/2024 22:58,11/25/2024 22:58
3306,251,DDR4-3000,11/25/2024 22:58,11/25/2024 22:58
3307,251,DDR4-3200,11/25/2024 22:58,11/25/2024 22:58
3308,251,DDR4-3466,11/25/2024 22:58,11/25/2024 22:58
3309,251,DDR4-3600,11/25/2024 22:58,11/25/2024 22:58
3310,251,DDR4-4266,11/25/2024 22:58,11/25/2024 22:58
3311,251,DDR4-4400,11/25/2024 22:58,11/25/2024 22:58
3312,251,DDR4-4533,11/25/2024 22:58,11/25/2024 22:58
3313,251,DDR4-5333,11/25/2024 22:58,11/25/2024 22:58
3314,252,DDR4-2133,11/25/2024 22:58,11/25/2024 22:58
3315,252,DDR4-2400,11/25/2024 22:58,11/25/2024 22:58
3316,252,DDR4-2666,11/25/2024 22:58,11/25/2024 22:58
3317,252,DDR4-2933,11/25/2024 22:58,11/25/2024 22:58
3318,252,DDR4-3000,11/25/2024 22:58,11/25/2024 22:58
3319,252,DDR4-3200,11/25/2024 22:58,11/25/2024 22:58
3320,253,DDR5-4400,11/25/2024 22:58,11/25/2024 22:58
3321,253,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3322,253,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3323,253,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3324,253,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3325,253,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3326,253,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3327,253,DDR5-6600,11/25/2024 22:58,11/25/2024 22:58
3328,253,DDR5-6800,11/25/2024 22:58,11/25/2024 22:58
3329,253,DDR5-7000,11/25/2024 22:58,11/25/2024 22:58
3330,253,DDR5-7200,11/25/2024 22:58,11/25/2024 22:58
3331,254,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3332,254,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3333,254,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3334,254,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3335,254,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3336,254,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3337,254,DDR5-6600,11/25/2024 22:58,11/25/2024 22:58
3338,254,DDR5-6800,11/25/2024 22:58,11/25/2024 22:58
3339,254,DDR5-7000,11/25/2024 22:58,11/25/2024 22:58
3340,254,DDR5-7200,11/25/2024 22:58,11/25/2024 22:58
3341,254,DDR5-7600,11/25/2024 22:58,11/25/2024 22:58
3342,254,DDR5-7800,11/25/2024 22:58,11/25/2024 22:58
3343,254,DDR5-8000,11/25/2024 22:58,11/25/2024 22:58
3344,255,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3345,255,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3346,255,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3347,255,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3348,255,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3349,255,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3350,255,DDR5-6600,11/25/2024 22:58,11/25/2024 22:58
3351,255,DDR5-6800,11/25/2024 22:58,11/25/2024 22:58
3352,255,DDR5-7000,11/25/2024 22:58,11/25/2024 22:58
3353,255,DDR5-7200,11/25/2024 22:58,11/25/2024 22:58
3354,256,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3355,256,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3356,256,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3357,256,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3358,256,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3359,256,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3360,256,DDR5-6600,11/25/2024 22:58,11/25/2024 22:58
3361,256,DDR5-6800,11/25/2024 22:58,11/25/2024 22:58
3362,256,DDR5-7000,11/25/2024 22:58,11/25/2024 22:58
3363,256,DDR5-7200,11/25/2024 22:58,11/25/2024 22:58
3364,257,DDR5-4400,11/25/2024 22:58,11/25/2024 22:58
3365,257,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3366,257,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3367,257,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3368,257,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3369,257,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3370,258,DDR5-4400,11/25/2024 22:58,11/25/2024 22:58
3371,258,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3372,258,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3373,258,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3374,258,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3375,258,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3376,258,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3377,258,DDR5-6600,11/25/2024 22:58,11/25/2024 22:58
3378,258,DDR5-6800,11/25/2024 22:58,11/25/2024 22:58
3379,258,DDR5-7000,11/25/2024 22:58,11/25/2024 22:58
3380,258,DDR5-7200,11/25/2024 22:58,11/25/2024 22:58
3381,259,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3382,259,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3383,259,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3384,259,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3385,259,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3386,259,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3387,259,DDR5-6600,11/25/2024 22:58,11/25/2024 22:58
3388,259,DDR5-6800,11/25/2024 22:58,11/25/2024 22:58
3389,259,DDR5-7000,11/25/2024 22:58,11/25/2024 22:58
3390,259,DDR5-7200,11/25/2024 22:58,11/25/2024 22:58
3391,259,DDR5-7600,11/25/2024 22:58,11/25/2024 22:58
3392,259,DDR5-7800,11/25/2024 22:58,11/25/2024 22:58
3393,259,DDR5-8000,11/25/2024 22:58,11/25/2024 22:58
3394,260,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3395,260,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3396,260,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3397,260,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3398,260,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3399,260,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3400,261,DDR5-4400,11/25/2024 22:58,11/25/2024 22:58
3401,261,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3402,261,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3403,261,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3404,261,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3405,261,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3406,261,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3407,261,DDR5-6600,11/25/2024 22:58,11/25/2024 22:58
3408,261,DDR5-6800,11/25/2024 22:58,11/25/2024 22:58
3409,261,DDR5-7000,11/25/2024 22:58,11/25/2024 22:58
3410,261,DDR5-7200,11/25/2024 22:58,11/25/2024 22:58
3411,262,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3412,262,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3413,262,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3414,262,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3415,262,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3416,262,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3417,262,DDR5-6600,11/25/2024 22:58,11/25/2024 22:58
3418,262,DDR5-7000,11/25/2024 22:58,11/25/2024 22:58
3419,262,DDR5-7200,11/25/2024 22:58,11/25/2024 22:58
3420,262,DDR5-7600,11/25/2024 22:58,11/25/2024 22:58
3421,262,DDR5-7800,11/25/2024 22:58,11/25/2024 22:58
3422,262,DDR5-8000,11/25/2024 22:58,11/25/2024 22:58
3423,263,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3424,263,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3425,264,DDR5-4400,11/25/2024 22:58,11/25/2024 22:58
3426,264,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3427,264,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3428,264,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3429,264,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3430,264,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3431,264,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3432,265,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3433,265,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3434,265,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3435,265,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3436,265,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3437,265,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3438,265,DDR5-6600,11/25/2024 22:58,11/25/2024 22:58
3439,265,DDR5-6800,11/25/2024 22:58,11/25/2024 22:58
3440,265,DDR5-7000,11/25/2024 22:58,11/25/2024 22:58
3441,265,DDR5-7200,11/25/2024 22:58,11/25/2024 22:58
3442,265,DDR5-7600,11/25/2024 22:58,11/25/2024 22:58
3443,265,DDR5-7800,11/25/2024 22:58,11/25/2024 22:58
3444,265,DDR5-8000,11/25/2024 22:58,11/25/2024 22:58
3445,266,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3446,266,DDR5-5200,11/25/2024 22:58,11/25/2024 22:58
3447,266,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3448,266,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3449,266,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3450,266,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3451,266,DDR5-6600,11/25/2024 22:58,11/25/2024 22:58
3452,266,DDR5-6800,11/25/2024 22:58,11/25/2024 22:58
3453,266,DDR5-7000,11/25/2024 22:58,11/25/2024 22:58
3454,266,DDR5-7200,11/25/2024 22:58,11/25/2024 22:58
3455,266,DDR5-7600,11/25/2024 22:58,11/25/2024 22:58
3456,266,DDR5-7800,11/25/2024 22:58,11/25/2024 22:58
3457,266,DDR5-8000,11/25/2024 22:58,11/25/2024 22:58
3458,266,DDR5-8200,11/25/2024 22:58,11/25/2024 22:58
3459,267,DDR5-4400,11/25/2024 22:58,11/25/2024 22:58
3460,267,DDR5-4800,11/25/2024 22:58,11/25/2024 22:58
3461,267,DDR5-5600,11/25/2024 22:58,11/25/2024 22:58
3462,267,DDR5-6000,11/25/2024 22:58,11/25/2024 22:58
3463,267,DDR5-6200,11/25/2024 22:58,11/25/2024 22:58
3464,267,DDR5-6400,11/25/2024 22:58,11/25/2024 22:58
3465,267,DDR5-6600,11/25/2024 22:58,11/25/2024 22:58
3466,267,DDR5-6800,11/25/2024 22:58,11/25/2024 22:58
3467,267,DDR5-7000,11/25/2024 22:58,11/25/2024 22:58
